# 42 個地圖區塊的字串表
# 機器產生，不要手改（tools/extract_strings.py）
blk:game1:0:1	\x0DEntering Quartz.\x0D
blk:game1:10:20	\x0DA child's shadow flits under the swingset. "Ha-ha, ya missed me!" the kid chortles.\x0D
blk:game1:10:21	The mutated munchkins howl with laughter.\x0D
blk:game1:10:22	\x0DAgain you find neither blood nor bodies.\x0D
blk:game1:10:23	\x0DA kid yells, "My gramma shoots better than you!"\x0D
blk:game1:10:24	\x0DYou exit the cave.\x0D
blk:game1:10:25	\x0DEntering the infirmary.\x0D
blk:game1:10:26	A chubby kid in a hat stands up pouting, "You guys ought to pick on somebody your own size!"\x0D
blk:game1:10:27	\x0DA child lies dead at your feet near his Red Ryder hat. A puppy crawls up whining and lays its head on the boy's chest.\x0D
blk:game1:10:28	\x0DA hot wind blows, summoning clouds of dust. You shiver as if with cold.\x0D
blk:game1:10:29	\x0DThe dust settles, revealing a transformed valley which you hardly recognize.\x0D
blk:game1:10:30	\x0DAppearing slowly from the swirling dust is... the famous Red Ryder himself! He looks sad and angry.\x0D
blk:game1:10:31	Red Ryder raises his Red Ryder Range Model Air Rifle (with compass in the stock) and fires!\x0D
blk:game1:10:32	\x0DA tumbleweed bounces past you. You hear the distant laughter of children.\x0D
blk:game1:10:33	\x0DDid you think you could kill Red Ryder? No way, bud!\x0D
blk:game1:10:34	\x0DHighpool Creek burbles past. It looks about two feet deep.\x0D
blk:game1:10:35	\x0DA tearful boy watches you from the nearby brush.\x0D
blk:game1:10:36	Do you want to talk?\x0D\x0D\x11\x10Yes\x0D\x10No\x0D
blk:game1:10:37	Y
blk:game1:10:38	N
blk:game1:10:39	\x0DEntering the shop.\x0D
blk:game1:10:40	\x0DThe young boy sobs out "Rex!", then runs away.\x0D
blk:game1:10:41	BOBBY'S DOG
blk:game1:10:42	What do you want to ask him about?\x0D
blk:game1:10:43	REX
blk:game1:10:44	DOG
blk:game1:10:45	JACKIE
blk:game1:10:46	CAVE
blk:game1:10:47	BUSH
blk:game1:10:48	\x0D"Don't kill my dog Rex, okay? Please?!"\x0D
blk:game1:10:49	\x0D"I told Jackie to keep clear of the cave!"\x0D
blk:game1:10:50	\x0D"The cave is over behind the bushes but we aren't supposed to go there."\x0D
blk:game1:10:51	\x0DThe kid fidgets and then shrugs, "I dunno."\x0D
blk:game1:10:52	\x0D"Honest, Rex didn't mean to get sick. I just hid him till he got better."\x0D
blk:game1:10:53	BUSHES
blk:game1:10:54	\x0D"I hid Rex in the cave where 'he can get better. Don't hurt him, okay?"\x0D
blk:game1:10:55	\x0D"Jackie went into the cave yesterday. I haven't seen her since."\x0D
blk:game1:10:56	\x0D"The cave is between the pool and the west cliff wall, kinda between those two trees."\x0D
blk:game1:10:57	\x0DYou find a deep hole to a dark cave. A short strand of frayed rope, about 3 inches long, dangles from a tree limb.\x0D
blk:game1:10:58	\x0DYou tie your rope to the tree limb and climb down into the darkness.\x0D
blk:game1:10:59	\x0DEven here the cave is very dark. The floor is rocky.\x0D
blk:game1:10:60	\x0DYou see a snapped rope, the way the children got in and out.\x0D
blk:game1:10:61	You hear a growl like metal ripping. A huge dog lunges from a dark corner, jaws foaming.\x0D
blk:game1:10:62	\x0DOn a pile of fresh earth is a wood plank with words, "My dog Rex, gunned down by vigilante Rangers."\x0D
blk:game1:10:63	A youth you recognize stands up. "You killed my dog, you dirty Rangers!"\x0D
blk:game1:10:64	\x0DRocks and boulders make it difficult to pass.\x0D
blk:game1:10:65	\x0DYou wriggle past.\x0D
blk:game1:10:66	You fall and slip back with skinned knees.\x0D
blk:game1:10:67	\x0DRocks and boulders make it very hard to pass here.\x0D
blk:game1:10:68	\x0DThe roof fell here once. You can barely move about. You note a broken human bone.\x0D
blk:game1:10:69	\x0DWhat luck! Bad luck for the dude who died here but your good luck to find his stuff.\x0D
blk:game1:10:70	\x0DThis is a wall.\x0D
blk:game1:10:71	\x0DThe rocks are slick and mossy. Do not swim here.\x0D
blk:game1:10:72	\x0DThe youngsters who live here are supposed to keep the doors locked, but they forget.\x0D
blk:game1:10:73	\x0DThis is a dorm for young children. There is nothing here to interest a Ranger.\x0D
blk:game1:10:74	\x0DThis is a dorm for teens. Nothing much of interest here.\x0D
blk:game1:10:75	\x0DYou check the small shelf behind the desk. \x0D
blk:game1:10:76	\x0DThe fields near you are watered by a canal that gets its water from the creek.\x0D
blk:game1:10:77	\x0DSouth of you are two-story adobe buildings that resemble dorms.\x0D
blk:game1:10:78	\x0DThe door resists your efforts.\x0D
blk:game1:10:79	\x0DA note tacked to the wall says:\x0D-- cave\x0D-- adults: raid outlaws\x0D-- Jackie\x0D-- Bobby's dog?\x0D-- fix water purifier\x0D
blk:game1:10:80	\x0DThe entry is cool. A store counter is nearby and the room beyond looks like a gaming hall.\x0D
blk:game1:10:81	\x0DA name is painted on the door, "Mr. Jumbo." The door is locked.\x0D
blk:game1:10:82	\x0DThe door is open.\x0D
blk:game1:10:83	\x0DA poker player says, "He's out but you can use the key beside the door."\x0D
blk:game1:10:84	\x0D"Hey, whaddya think you're doing to the door!" yell the angry juvies.\x0D
blk:game1:10:85	The youths are enraged by your un-guest-like actions.\x0D
blk:game1:10:86	\x0DYou see a bed to the west and a cluttered desk to the east.\x0D
blk:game1:10:87	\x0DOn the wall are faded photos of kids. T-shirts say "Camp Highpool."\x0D
blk:game1:10:88	\x0DA dry bed where once was water, now only an occasional beetle runs past.\x0D
blk:game1:10:89	\x0DA hot wind blows across empty desert sand.\x0D
blk:game1:10:90	\x0DA dilapidated building. Sunlight streams through the roof beams.\x0D
blk:game1:10:91	\x0DThis bedroom looks like a scumpit.\x0D
blk:game1:10:92	\x0DYour curiosity is rewarded!\x0D
blk:game1:10:93	\x0DIn the bottom dresser drawer is a piece of jewelry and some cash.\x0D
blk:game1:10:94	\x0DUnder a loose board beneath the bed you find quite a cache!\x0D
blk:game1:10:95	\x0DThis is a cluttered desk.\x0D
blk:game1:10:96	\x0DYou see nothing special.\x0D
blk:game1:10:97	\x0DThis looks like a workshop. Old machinery is nearby, and there's a cot in the back.\x0D
blk:game1:10:98	\x0DOld machine parts lie on the floor, surrounded by a scatter of tools.\x0D
blk:game1:10:99	\x0DThis big contraption is a patchwork machine. You recognize a pump. Lime-crusted pipes go under the floor.\x0D
blk:game1:10:100	\x0DYou deduce that this is a water purification device. It looks broken.\x0D
blk:game1:10:101	\x0DThe gaping hole beside the pumps leads you to think it could be fixed with a new engine.\x0D
blk:game1:10:102	\x0DThe engine slides into place and you start the device running!\x0D
blk:game1:10:103	\x0DThe sound of the engine starting up brings a pack of youngsters to the doorway.\x0D
blk:game1:10:104	\x0D"Thank you very much for fixing the water purifier!" They cheer loudly, praising you all.\x0D
blk:game1:10:105	\x0DThe cheers quiet. "We'd give you more but you seem to have already rewarded yourself. Please accept this token reward."\x0D
blk:game1:10:106	\x0D"We wanted to fix it for a long time! Please accept our deep and sincere thanks!"\x0D
blk:game1:10:107	\x0DThis contraption is a patchwork water purifier with a new engine that is running merrily.\x0D
blk:game1:10:108	\x0DA dry lake bed descends into the limestone.\x0D
blk:game1:10:109	\x0DYou see several handwritten notes on the desk.\x0D
blk:game1:10:110	\x0DOne note is cash accounts with the Rail Nomads. Another outlines sneak-attack plans against desert marauders.\x0D
blk:game1:10:111	\x0DThis last note seems odd since it clearly assumes only two attackers against many.\x0D
blk:game1:10:112	\x0DOne note is a reminder to put a trapdoor over the cave across the creek. Another is about hydrophobia.\x0D
blk:game1:10:113	\x07Welcome to the shop.\x0D
blk:game1:10:114	\x07Welcome to the infirmary.\x0D
blk:game1:10:115	Your rope is tied to the tree. Want to slide down into the cave?\x0D\x0D\x11\x10Yes\x0D\x10No\x0D
blk:game1:10:116	"Please help me get out of here."\x0D
blk:game1:10:117	\x0D"Thank you for rescuing me."\x0D
blk:game1:10:118	\x0B attacks
blk:game1:10:119	\x0B shoots
blk:game1:10:120	\x0B triggers a burst
blk:game1:10:121	Waves of energy flash from \x0B
blk:game1:10:122	\x0B rips a clip
blk:game1:10:123	\x0B throws a deadly charge
blk:game1:10:124	\x0B launches a shell
blk:game1:10:125	hits \x0F 
blk:game1:10:126	 for 
blk:game1:10:127	nails \x0F 
blk:game1:10:128	\x0F 
blk:game1:10:129	 \x0Ais\x0Aare\x0A filled full of lead taking 
blk:game1:10:130	melts into \x0F 
blk:game1:10:131	shreds through \x0F 
blk:game1:10:132	inflames \x0F 
blk:game1:10:133	 but fail\x0As\x0A\x0A to inflict any damage
blk:game1:10:134	 drills 
blk:game1:10:135	 blazes away at 
blk:game1:10:136	 sprays 
blk:game1:10:137	 triggers a burst at 
blk:game1:10:138	 fries 
blk:game1:10:139	 toasts 
blk:game1:10:140	 and hits for 
blk:game1:10:141	 hammer\x0As\x0A\x0A 
blk:game1:10:142	 brutally pummel\x0As\x0A\x0A 
blk:game1:10:143	 claws 
blk:game1:10:144	 thrashes 
blk:game1:10:145	 pounces on 
blk:game1:10:146	 whomps on 
blk:game1:10:147	 and peppers \x0Ehim\x0Eher\x0Eit\x0E
blk:game1:10:148	 and rips \x0Ehim\x0Eher\x0Eit\x0E to shreds
blk:game1:10:149	 spinning \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A into a dance of death
blk:game1:10:150	 sending \x0A\x0Ehim\x0Eher\x0Eit\x0E\x0A\x0F of them\x0A to meet \x0A\x0Ehis\x0Eher\x0Eits\x0E\x0Atheir\x0A maker
blk:game2:11:1	\x0DThe old brick walls are slowly crumbling and falling apart.\x0D
blk:game2:11:2	\x0DThe concrete walls are so old they are beginning to rot.\x0D
blk:game2:11:3	\x0DThese wood walls are splintering and splitting apart.\x0D
blk:game2:11:4	\x0DDo you always walk into walls?\x0D
blk:game2:11:5	\x0DBe careful or this wall will fall over.\x0D
blk:game2:11:6	\x0DCrude pictures of nude girls and gang symbols are all over this wall.\x0D
blk:game2:11:7	\x0DThis wall is covered with gang names and warnings to other gangs.\x0D
blk:game2:11:8	\x0DTHE WHITE BOY IS #1 has been painted over the hundreds of bullet holes in this wall.\x0D
blk:game2:11:9	\x0DKILROY WAS HERE signed the Tin Man, is written under a typical Kilroy picture.\x0D
blk:game2:11:10	\x0DThis building was very fancy when it was built a long time ago.\x0D
blk:game2:11:11	\x0DThe wind has been blowing dust and leaves into this room so long that it is now almost 3 feet deep.\x0D
blk:game2:11:12	\x0DThe locals must throw all their trash into this building. The stuff is trying to get out the door.\x0D
blk:game2:11:13	\x0DIt looks like someone, or something has been camping in here.\x0D
blk:game2:11:14	\x0DThe walls and ceilings all around you are covered with graffiti and bullet holes.\x0D
blk:game2:11:15	\x0DThe walls in this room look like someone took a sledge hammer and tried to make windows.\x0D
blk:game2:11:16	\x0DYou can here the sound of many small feet in the darkness around you.\x0D
blk:game2:11:17	\x0DThe squeaks of rats bounce off the walls all around you.\x0D
blk:game2:11:18	\x0DThe trash in this room is almost knee deep.\x0D
blk:game2:11:19	\x0DThis must be the local outhouse. It smells terrible.\x0D
blk:game2:11:20	\x0DEither that trash is moving or something is moving under it.\x0D
blk:game2:11:21	\x0DThe furniture in this room is only good for firewood.\x0D
blk:game2:11:22	\x0DThere is a pile of burnt wood in the center of the smoke-blackened room.\x0D
blk:game2:11:23	\x0DDon't wiggle! This chair is trying to fall apart.\x0D
blk:game2:11:24	\x0DDon't put anything on this table. I don't think it could take the weight of a feather.\x0D
blk:game2:11:25	\x0DThese old dusty shelves have stood here unused for more years than you have been alive.\x0D
blk:game2:11:26	\x0DThere used to be a door here a long time ago.\x0D
blk:game2:11:27	\x0DYou are walking on the door to this room.\x0D
blk:game2:11:28	\x0DThough rusty with age the hinge springs will close this door after you walk away.\x0D
blk:game2:11:29	\x0DLucky you! That snake could have been very nasty if it hung around to fight.\x0D
blk:game2:11:30	\x0DOh No! You stuck your foot in that snake's mouth. It died when it bit you but now you're in trouble.\x0D
blk:game2:11:31	\x0DThousands of little blue spiders are being crunched with every step you take.\x0D
blk:game2:11:32	\x0DWhoops! You got some blue spider juice on you when you stepped on that last one. You don't look too good.\x0D
blk:game2:11:33	\x0DThese cute little yellow spiders don't look dangerous at all.\x0D
blk:game2:11:34	\x0DOuch! Cute little yellow spiders bite hard.\x0D
blk:game2:11:35	\x0DGlow in the dark spiders look very mean. But these spiders also look very sick.\x0D
blk:game2:11:36	\x0DThis spider was able to bite you before it died. You are feeling a bit queasy.\x0D
blk:game2:11:37	\x0DScorpions are climbing all over the walls. Don't let them get too close to you.\x0D
blk:game2:11:38	\x0DWatch out! A scorpion fell on your neck and stung you. Better get to a doctor fast.\x0D
blk:game2:11:39	\x0DLittle mutant turtles are running all over this room. Careful or you'll crush one underfoot.\x0D
blk:game2:11:40	\x0DOops! You crushed that one. Be careful their shells are very sharp.\x0D
blk:game2:11:41	\x0DThis rat is foaming at the mouth, it is starving and you look like dinner to it.\x0D
blk:game2:11:42	\x0DThis starving rat took its last bite. Too bad it was rabid.\x0D
blk:game2:11:43	\x0DOld feeble grandad rat is sitting up and looking you over.\x0D
blk:game2:11:44	\x0DOld grandad rat died when it bit you. It isn't nice to kill a rat's grandpa.\x0D
blk:game2:11:45	\x0DLook at all the cute desert fuzzies. Too bad they are afraid of you and keep running away.\x0D
blk:game2:11:46	\x0DCute as they are desert fuzzies bite when they get mad.\x0D
blk:game2:11:47	\x0DLooking as if the wind is blowing in this room these desert fuzzies are bouncing all over the place.\x0D
blk:game2:11:48	\x0DOuch! Desert fuzzies hurt when they bounce into you.\x0D
blk:game2:11:49	\x0DCockroaches big and little. This room is full of them.\x0D
blk:game2:11:50	\x0DAfter the war cockroaches got to be very mean! They can bite very hard now.\x0D
blk:game2:11:51	\x0DThousands of cockroaches, some only a fingernail in size, others almost a foot long. This is their territory.\x0D
blk:game2:11:52	\x0DYou went too far and entered the domain of the giant cockroach. Now you pay with pain.\x0D
blk:game2:11:53	\x0DAh! Fresh air and open spaces once again.\x0D
blk:game2:11:54	\x0DAnts! Mr. Ranger, zillions of them. They are everywhere.\x0D
blk:game2:11:55	\x0DGood thing ants don't have poison, or you would be in pain from more than just bites.\x0D
blk:game2:11:56	\x0DBoy, that is one big centipede, over a foot long and fast as a race horse.\x0D
blk:game2:11:57	\x0DUh Oh! A centipede dropped some poison on your foot when it ran over your shoe.\x0D
blk:game2:12:1	Tropicana Ave
blk:game2:12:2	Flamingo Ave
blk:game2:12:3	Desert Inn Road
blk:game2:12:4	Sahara Ave
blk:game2:12:5	Charleston Blvd
blk:game2:12:6	Las Vegas Blvd
blk:game2:12:7	Paradise Road
blk:game2:12:8	Maryland Parkway
blk:game2:12:9	Center Dr
blk:game2:12:10	Old Freeway
blk:game2:12:11	Boulder Highway
blk:game2:12:12	\x0DYou're on the airport runway.\x0D
blk:game2:12:13	\x0DYou're on the airport helipad.\x0D
blk:game2:12:14	\x0DA high chainlink fence topped with barbed wire surrounds the airport.\x0D
blk:game2:12:15	\x0DA high stone wall blocks you.\x0D
blk:game2:12:16	\x0DYou've walked into a cactus.\x0D
blk:game2:12:17	\x0DTry using a door.\x0D
blk:game2:12:18	\x0DThese walls surround the raceway.\x0D
blk:game2:12:19	\x0DThe spines poke holes in you.\x0D
blk:game2:12:20	\x0DEntering the jail.\x0D
blk:game2:12:21	\x0DA tunnel leads into the raceway.\x0D
blk:game2:12:22	\x07You are in the remains of the Las Vegas library.\x0D
blk:game2:12:23	\x0DMany errant golf balls have been hit into the pond.\x0D
blk:game2:12:24	\x0DYou should be more careful when walking on land mines.\x0D
blk:game2:12:25	\x0DYou spot a cleverly laid land mine.\x0D
blk:game2:12:26	\x0DUnfortunately, not everyone spots it.\x0D
blk:game2:12:27	\x0DEntering a hellhole.\x0D
blk:game2:12:28	\x0DThis scumpit isn't fit for rats.\x0D
blk:game2:12:29	\x0DThe tunnel takes you back out.\x0D
blk:game2:12:30	\x0DIt looks like something is buried here.\x0D
blk:game2:12:31	\x0DYou dig....\x0D
blk:game2:12:32	\x0DYou don't have a shovel.\x0D
blk:game2:12:33	\x0DYou've found something!\x0D
blk:game2:12:34	\x0DIt's the Sonic Key!\x0D
blk:game2:12:35	\x0DIt's just some garbage.\x0D
blk:game2:12:36	\x0DTry going through the door.\x0D
blk:game2:12:37	\x0DEntering the Vegas Hospital where the rich get well, and the poor die young.\x0D
blk:game2:12:38	\x0DEntering the Las Vegas library.\x0D
blk:game2:12:39	\x0DEntering the Temple of the Servants of the Mushroom Cloud.\x0D
blk:game2:12:40	\x0DEntering Fat Freddy's Place where even low rollers can have a ball.\x0D
blk:game2:12:41	\x07You are in the Vegas Hospital.\x0D
blk:game2:12:42	\x0DSomeone inside starts shooting.\x0D
blk:game2:12:43	Fat Freddy's thugs boil out of the building and attack.\x0D
blk:game2:12:44	\x0DStep inside Spade's Casino, high roller.\x0D
blk:game2:12:45	Death Machines!\x0D
blk:game2:12:46	Are they robots or are they men?\x0D
blk:game2:12:47	You see a party of heavily armed men.\x0D
blk:game2:12:48	She's beautiful, and she glows.\x0D
blk:game2:12:49	It looks like a tank with an armored warrior.\x0D
blk:game2:12:50	Warroids!\x0D
blk:game2:12:51	\x0DLeaving Las Vegas.\x0D
blk:game2:12:52	\x0DN-S 
blk:game2:12:53	\x0DE-W 
blk:game2:12:54	\x0D
blk:game2:12:55	\x0DEntering a small beat up building.\x0D
blk:game2:12:56	Watch out! You're being ambushed!\x0D
blk:game2:12:57	\x0B attacks
blk:game2:12:58	\x0B snaps a shot off
blk:game2:12:59	\x0B's gun spits lead
blk:game2:12:60	Bright energy streams from \x0B
blk:game2:12:61	\x0B empties a clip
blk:game2:12:62	\x0B hurls a handful of death
blk:game2:12:63	\x0B blasts a rocket off
blk:game2:12:64	hits \x0F 
blk:game2:12:65	 for 
blk:game2:12:66	hits \x0F 
